Year,District,Area,Zone,Population,Water_Demand_MLD,Water_Supply_MLD,Supply_Coverage_Percent,Water_Quality_Index,pH,TDS_ppm,Residual_Chlorine_mgL,Turbidity_NTU,Groundwater_Level_m_bgl,Rainfall_mm,Leakage_Percent,Non_Revenue_Water_Percent,Complaint_Count,Pipeline_Length_km,Treatment_Plant,Water_Source,Water_Quality_Status,Priority_Level
2023,South West Delhi,Najafgarh,South,45230,10.82,9.62,88.9,88,7.5,216,0.74,2,20.8,934,19.1,23.1,149,20,Okhla,Yamuna,Moderate,Medium
2024,South West Delhi,Najafgarh,South,45801,11.08,10.31,93.1,89,7.5,411,0.39,1.9,21.1,469,17.9,25.9,108,20,Bhagirathi,Yamuna,Good,Low
2025,South West Delhi,Najafgarh,South,46492,11.61,10.73,92.5,89.7,7.1,207,0.32,1.7,21.6,555,17.4,25.3,110,20,Bawana,Yamuna,Good,Low
2014,South West Delhi,Vasant Kunj,South,41756,10.29,8.16,79.3,73.3,7.3,520,0.63,1.5,10.9,499,27,33.9,242,33,Chandrawal,Ganga Canal,Poor,High
2015,South West Delhi,Vasant Kunj,South,42462,9.1,7.42,81.5,74.6,7.2,408,0.76,0.4,11.2,468,26.4,33.5,217,33,Chandrawal,Groundwater,Poor,High
2016,South West Delhi,Vasant Kunj,South,43391,10.58,8.82,83.3,75.7,7.6,313,0.63,0.8,11.4,457,25.3,30.5,201,33,Bawana,Yamuna,Poor,High
2017,South West Delhi,Vasant Kunj,South,44090,10.01,8.3,82.9,76.7,7.8,228,0.43,0.5,11.6,786,24.1,28.7,205,33,Haiderpur,Groundwater,Poor,High
2018,South West Delhi,Vasant Kunj,South,44726,11,9.42,85.6,77.8,7.2,431,0.49,1.6,12,706,23.5,27.7,182,33,Chandrawal,Yamuna,Poor,Medium
2019,South West Delhi,Vasant Kunj,South,45400,9.59,8.34,87,78.9,7,440,0.76,1.5,12.4,763,22.9,26,160,33,Haiderpur,Ganga Canal,Poor,Medium
2020,South West Delhi,Vasant Kunj,South,45972,11.24,9.75,86.8,79.9,7.1,487,0.46,1.7,12.6,639,22.2,28.5,176,33,Bawana,Groundwater,Poor,Medium
2021,South West Delhi,Vasant Kunj,South,46840,12.37,10.72,86.7,81.1,7.9,238,0.34,0.5,13,891,21.2,27.1,166,33,Chandrawal,Ganga Canal,Moderate,Medium
2022,South West Delhi,Vasant Kunj,South,47475,11.86,10.72,90.4,81.8,8,398,0.23,0.9,13.3,789,20.4,26.4,147,33,Okhla,Yamuna,Moderate,Medium
2023,South West Delhi,Vasant Kunj,South,48342,11.6,10.66,91.9,82.9,7.4,514,0.72,0.5,13.7,962,19.5,22.8,130,33,Bhagirathi,Groundwater,Moderate,Medium
2024,South West Delhi,Vasant Kunj,South,49318,10.4,9.72,93.5,83.6,7.7,294,0.71,0.3,14,820,18.8,23.9,118,33,Chandrawal,Yamuna,Moderate,Low
2025,South West Delhi,Vasant Kunj,South,50282,10.25,9.55,93.2,84.7,7.2,216,0.8,1.5,14.5,957,17.7,24.5,113,33,Okhla,Groundwater,Moderate,Low
2014,South West Delhi,Palam,South,45434,9.4,7.57,80.5,73.4,7.5,457,0.7,2.5,16.5,850,24.7,31,215,48,Dwarka,Groundwater,Poor,High
2015,South West Delhi,Palam,South,46081,10.2,8.47,83.1,74.7,7.7,338,0.22,0.9,16.7,570,24.2,31.8,189,48,Haiderpur,Yamuna,Poor,High
2016,South West Delhi,Palam,South,46838,10.45,8.72,83.5,75.6,8.1,463,0.66,0.7,17,454,23.4,28.5,196,48,Dwarka,Yamuna,Poor,High
2017,South West Delhi,Palam,South,47564,11.92,9.8,82.2,76.7,7.1,402,0.6,1.7,17.4,548,22.4,27.2,194,48,Chandrawal,Ganga Canal,Poor,High
2018,South West Delhi,Palam,South,48309,9.98,8.52,85.4,77.7,8.1,241,0.47,2,17.9,967,21.2,24.3,167,48,Wazirabad,Groundwater,Poor,Medium
2019,South West Delhi,Palam,South,49131,11.62,10.21,87.9,78.9,7.9,188,0.25,0.4,18.4,621,20.7,24.6,146,48,Bawana,Groundwater,Poor,Medium
2020,South West Delhi,Palam,South,49951,11.6,10.09,87,79.7,7.2,483,0.39,1.4,18.6,499,20,23.9,167,48,Bawana,Yamuna,Poor,Medium
2021,South West Delhi,Palam,South,51032,12.12,10.62,87.7,80.8,8,324,0.59,2,18.9,831,19.2,23.7,150,48,Wazirabad,Ganga Canal,Moderate,Medium
2022,South West Delhi,Palam,South,51836,11.23,9.95,88.6,81.5,7.3,465,0.66,1.3,19.4,473,18.4,23.5,147,48,Chandrawal,Yamuna,Moderate,Medium
2023,South West Delhi,Palam,South,52596,10.85,9.86,90.8,82.5,7.4,269,0.34,0.6,19.7,858,17.5,25.4,123,48,Bawana,Ganga Canal,Moderate,Medium
2024,South West Delhi,Palam,South,53612,12.89,11.61,90.1,83.3,8,240,0.63,1.4,20.2,623,16.4,22.5,121,48,Haiderpur,Yamuna,Moderate,Medium
2025,South West Delhi,Palam,South,54450,12.83,12.15,94.7,84,7.9,293,0.23,0.7,20.5,737,15.7,23.3,89,48,Bawana,Groundwater,Moderate,Low
2014,South West Delhi,Mahipalpur,South,45559,11.18,9.11,81.5,74.3,7.8,509,0.44,1.1,11.8,925,29.8,33,226,36,Dwarka,Groundwater,Poor,High
2015,South West Delhi,Mahipalpur,South,46207,9.64,7.66,79.5,75.6,7.7,337,0.75,0.7,12.2,527,28.9,34.3,240,36,Chandrawal,Ganga Canal,Poor,High
2016,South West Delhi,Mahipalpur,South,46902,11.65,9.48,81.4,76.7,7.4,393,0.51,0.8,12.5,556,28.1,34.4,230,36,Okhla,Yamuna,Poor,High
2017,South West Delhi,Mahipalpur,South,47529,12.23,10.32,84.4,77.8,7.8,443,0.22,1,12.9,504,27.1,32.6,207,36,Bawana,Ganga Canal,Poor,High
2018,South West Delhi,Mahipalpur,South,48104,10.07,8.58,85.2,79.1,7.7,366,0.79,0.9,13.3,898,26.6,31,204,36,Dwarka,Ganga Canal,Poor,Medium
2019,South West Delhi,Mahipalpur,South,48766,11.93,10.36,86.8,80,7.1,408,0.46,2.4,13.5,832,25.5,33.4,177,36,Bawana,Yamuna,Poor,Medium
2020,South West Delhi,Mahipalpur,South,49677,9.95,8.66,87,81.1,7,479,0.36,1.9,14,804,25,29.1,181,36,Bhagirathi,Yamuna,Moderate,Medium
2021,South West Delhi,Mahipalpur,South,50324,10.47,9.27,88.6,82,8.1,255,0.47,1.5,14.5,489,24.1,29.8,159,36,Wazirabad,Ganga Canal,Moderate,Medium
2022,South West Delhi,Mahipalpur,South,51171,11.81,10.39,88,83,7.3,363,0.78,0.3,15,918,23.3,28.4,168,36,Dwarka,Yamuna,Moderate,Medium
2023,South West Delhi,Mahipalpur,South,52162,13.31,12.22,91.8,84.4,7.8,228,0.78,2.1,15.2,709,22.5,27.3,131,36,Bawana,Yamuna,Moderate,Medium
2024,South West Delhi,Mahipalpur,South,53192,12.47,11.65,93.4,85.4,7.8,515,0.35,1.8,15.6,659,21.6,28.3,133,36,Okhla,Ganga Canal,Moderate,Low
2025,South West Delhi,Mahipalpur,South,53969,10.89,10.13,93,86.7,7.4,426,0.52,2.2,16.1,536,20.5,24.9,128,36,Chandrawal,Yamuna,Moderate,Low
2014,South West Delhi,Kapashera,South,39359,10.69,8.7,81.4,79.3,8.1,219,0.62,2.2,16.7,612,29.9,35.7,223,53,Haiderpur,Yamuna,Poor,High
2015,South West Delhi,Kapashera,South,39998,9.37,7.51,80.2,80.2,7,353,0.35,1.4,17,762,28.9,34,227,53,Bawana,Groundwater,Moderate,High
2016,South West Delhi,Kapashera,South,40676,9.26,7.67,82.8,81.3,7.2,496,0.42,0.6,17.5,778,28.3,32.3,218,53,Okhla,Yamuna,Moderate,High
2017,South West Delhi,Kapashera,South,41422,10.92,9.04,82.8,82,8,384,0.53,1.7,17.9,857,27.5,35.2,212,53,Bawana,Yamuna,Moderate,High
2018,South West Delhi,Kapashera,South,42307,10.13,8.74,86.3,83.3,7.2,268,0.79,2.1,18.2,701,26.8,30.6,183,53,Wazirabad,Ganga Canal,Moderate,Medium
2019,South West Delhi,Kapashera,South,42855,10.64,9.26,87.1,84.4,7.2,458,0.66,2.4,18.5,959,25.8,29.4,182,53,Chandrawal,Groundwater,Moderate,Medium
2020,South West Delhi,Kapashera,South,43751,10.56,9.01,85.4,85.1,7.3,229,0.34,1.1,18.8,750,24.8,30.4,183,53,Bhagirathi,Groundwater,Moderate,Medium
2021,South West Delhi,Kapashera,South,44558,10.9,9.54,87.5,85.7,8,447,0.36,1,19.3,505,23.8,28.8,163,53,Haiderpur,Yamuna,Moderate,Medium
2022,South West Delhi,Kapashera,South,45294,10.24,9,87.9,86.7,7.2,464,0.75,1.3,19.5,951,22.9,27.6,172,53,Wazirabad,Ganga Canal,Moderate,Medium
2023,South West Delhi,Kapashera,South,46280,10.14,9.1,89.8,87.7,7.5,461,0.75,2.5,19.7,737,21.9,28.7,153,53,Dwarka,Groundwater,Moderate,Medium
2024,South West Delhi,Kapashera,South,47242,11.63,10.51,90.3,88.3,7.1,447,0.62,1.9,20.1,954,20.9,28.7,139,53,Okhla,Ganga Canal,Good,Medium
2025,South West Delhi,Kapashera,South,48155,11.5,10.93,95.1,89.1,7.4,181,0.3,1.5,20.3,511,20.1,24.3,107,53,Dwarka,Groundwater,Good,Low
2014,South West Delhi,Dabri,South,42587,10.75,8.79,81.8,76.4,7.9,498,0.57,1.9,16.6,620,28.7,33.1,216,54,Bhagirathi,Ganga Canal,Poor,High
2015,South West Delhi,Dabri,South,43208,10.05,8.2,81.6,77.8,7.1,356,0.37,1.5,17,978,27.7,34.6,231,54,Okhla,Ganga Canal,Poor,High
2016,South West Delhi,Dabri,South,44095,10.96,9.08,82.9,79.3,7.7,241,0.34,1.3,17.4,547,27.1,31.2,208,54,Wazirabad,Yamuna,Poor,High
2017,South West Delhi,Dabri,South,44633,11.63,9.54,82,80.7,8.2,232,0.77,1.3,17.7,550,26.5,29.7,219,54,Chandrawal,Groundwater,Moderate,High
2018,South West Delhi,Dabri,South,45496,10,8.61,86.1,81.4,7.1,435,0.63,1.4,18.1,911,25.4,29.8,180,54,Wazirabad,Groundwater,Moderate,Medium
2019,South West Delhi,Dabri,South,46435,11.93,10.14,85,82.2,7,448,0.41,0.3,18.4,694,24.6,31.2,196,54,Haiderpur,Ganga Canal,Moderate,High
2020,South West Delhi,Dabri,South,47294,11.5,10.16,88.4,83.5,7.3,215,0.43,2.2,18.7,939,23.6,31.2,174,54,Chandrawal,Yamuna,Moderate,Medium
2021,South West Delhi,Dabri,South,48096,11.12,9.87,88.7,84.2,8.2,298,0.25,2.3,19.1,638,22.7,27,165,54,Wazirabad,Ganga Canal,Moderate,Medium
2022,South West Delhi,Dabri,South,48837,11.31,9.93,87.8,85.6,7.7,514,0.4,2.2,19.5,604,21.6,28.8,168,54,Chandrawal,Ganga Canal,Moderate,Medium
2023,South West Delhi,Dabri,South,49485,12.44,11.24,90.3,86.9,7.5,409,0.49,0.5,19.7,513,21,27.9,144,54,Wazirabad,Groundwater,Moderate,Medium
2024,South West Delhi,Dabri,South,50394,11.93,10.85,90.9,88,7.2,235,0.25,0.4,20,694,20.4,23.9,138,54,Wazirabad,Groundwater,Moderate,Medium
2025,South West Delhi,Dabri,South,51125,11,10.44,94.9,89.2,7.3,459,0.57,0.9,20.3,967,19.7,26.2,102,54,Haiderpur,Yamuna,Good,Low
2014,South West Delhi,Bharat Vihar,South,38194,9.54,7.74,81.1,74.1,8.2,382,0.76,2.1,14.2,590,27.1,31.5,213,47,Wazirabad,Groundwater,Poor,High
2015,South West Delhi,Bharat Vihar,South,39029,10,8.27,82.7,75,7.5,448,0.7,1.8,14.5,595,26.3,34.1,199,47,Wazirabad,Ganga Canal,Poor,High
2016,South West Delhi,Bharat Vihar,South,39664,9.5,8.01,84.4,75.7,7.8,412,0.71,1.8,14.8,927,25.4,32.6,191,47,Chandrawal,Ganga Canal,Poor,High
2017,South West Delhi,Bharat Vihar,South,40348,9.07,7.76,85.6,76.4,7.4,238,0.73,1.9,15.2,633,24.3,30.6,187,47,Bawana,Groundwater,Poor,Medium
2018,South West Delhi,Bharat Vihar,South,41037,9.5,8.13,85.6,77.8,7.8,330,0.46,2.3,15.6,606,23.7,31.6,176,47,Wazirabad,Ganga Canal,Poor,Medium
2019,South West Delhi,Bharat Vihar,South,41581,8.83,7.48,84.7,79.1,7.8,441,0.31,1.5,15.9,444,22.6,28.2,181,47,Haiderpur,Yamuna,Poor,High
2020,South West Delhi,Bharat Vihar,South,42113,10.31,8.83,85.6,79.8,7.1,333,0.47,1.5,16.2,450,21.6,27.2,181,47,Dwarka,Yamuna,Poor,Medium
2021,South West Delhi,Bharat Vihar,South,42958,8.98,7.98,88.9,80.7,7.6,307,0.56,1.4,16.5,695,20.9,24.8,147,47,Haiderpur,Ganga Canal,Moderate,Medium
2022,South West Delhi,Bharat Vihar,South,43885,10.88,9.86,90.6,82,7.8,510,0.79,1.9,17,849,20.3,25.2,132,47,Okhla,Groundwater,Moderate,Medium
2023,South West Delhi,Bharat Vihar,South,44710,11.33,10.41,91.8,83.3,7.4,310,0.65,1.3,17.4,722,19.5,26.9,121,47,Wazirabad,Groundwater,Moderate,Medium
2024,South West Delhi,Bharat Vihar,South,45383,11.18,10.2,91.2,84.7,7.5,273,0.73,0.9,17.9,456,18.9,26.6,118,47,Wazirabad,Yamuna,Moderate,Medium
2025,South West Delhi,Bharat Vihar,South,46299,12.28,11.5,93.6,85.4,7.5,277,0.56,0.4,18.1,947,17.8,25.8,113,47,Chandrawal,Ganga Canal,Moderate,Low
2014,South West Delhi,Bijwasan,South,41596,8.88,7.28,81.9,78.6,7.5,393,0.52,0.7,16.3,766,31.2,38.1,227,30,Haiderpur,Ganga Canal,Poor,High
2015,South West Delhi,Bijwasan,South,42290,10.29,8.22,79.9,79.2,7.9,275,0.73,1.8,16.8,531,30.6,37.5,253,30,Chandrawal,Ganga Canal,Poor,High
2016,South West Delhi,Bijwasan,South,43196,10.9,8.93,81.9,80.5,7.5,353,0.68,1.3,17.2,682,29.9,37.3,235,30,Wazirabad,Yamuna,Moderate,High
2017,South West Delhi,Bijwasan,South,43748,10.94,9.14,83.6,81.7,7.5,417,0.36,0.4,17.7,951,29.2,35.6,217,30,Chandrawal,Groundwater,Moderate,High
2018,South West Delhi,Bijwasan,South,44422,9.13,7.84,85.9,82.6,7.7,477,0.39,1.2,17.9,960,28.5,35,196,30,Bhagirathi,Ganga Canal,Moderate,Medium
2019,South West Delhi,Bijwasan,South,45297,9.26,8.04,86.8,83.7,7.8,392,0.51,2.1,18.4,980,27.7,33.3,192,30,Bhagirathi,Groundwater,Moderate,Medium
2020,South West Delhi,Bijwasan,South,46168,9.99,8.83,88.4,85.1,7.7,398,0.62,1.8,18.7,478,26.9,32.9,169,30,Haiderpur,Ganga Canal,Moderate,Medium
2021,South West Delhi,Bijwasan,South,46753,9.77,8.49,86.9,85.9,7.2,197,0.55,2.1,19,920,26,30.9,183,30,Chandrawal,Ganga Canal,Moderate,Medium
2022,South West Delhi,Bijwasan,South,47741,9.92,8.95,90.2,86.5,7.9,288,0.25,1,19.3,834,24.8,28.3,155,30,Haiderpur,Ganga Canal,Moderate,Medium
2023,South West Delhi,Bijwasan,South,48536,10.96,10.13,92.4,87.7,8.2,201,0.32,0.4,19.8,954,24,27.6,133,30,Chandrawal,Groundwater,Moderate,Low
2024,South West Delhi,Bijwasan,South,49345,12.02,11.23,93.5,88.8,8,310,0.4,1.5,20.1,717,23.3,28.3,131,30,Wazirabad,Yamuna,Good,Low
2025,South West Delhi,Bijwasan,South,50265,12.23,11.31,92.5,89.8,7,512,0.56,1.1,20.3,721,22.5,29.3,129,30,Bawana,Yamuna,Good,Low
2014,South West Delhi,Naraina,South,46016,11.68,9.26,79.3,78.1,7.9,341,0.67,0.5,10.5,804,24.6,31.9,215,18,Dwarka,Groundwater,Poor,High
2015,South West Delhi,Naraina,South,46931,11.53,9.28,80.5,79.1,7.1,195,0.79,0.8,10.8,514,23.4,26.9,213,18,Chandrawal,Groundwater,Poor,High
2016,South West Delhi,Naraina,South,47514,11.38,9.16,80.4,79.9,8.2,203,0.7,0.9,11.2,802,22.7,26.5,201,18,Bawana,Yamuna,Poor,High
2017,South West Delhi,Naraina,South,48412,11.5,9.41,81.8,80.9,7.3,407,0.79,1.9,11.7,825,21.9,25.2,190,18,Chandrawal,Yamuna,Moderate,High
2018,South West Delhi,Naraina,South,49403,10.64,9.22,86.6,82.4,8,438,0.38,1.3,12,781,20.8,27.2,168,18,Okhla,Groundwater,Moderate,Medium
2019,South West Delhi,Naraina,South,50447,11.44,9.94,86.9,83.7,8.2,187,0.42,2.1,12.2,488,19.7,25.1,154,18,Bhagirathi,Ganga Canal,Moderate,Medium
2020,South West Delhi,Naraina,South,51199,13.15,11.31,86,85.1,7.1,418,0.72,1.1,12.6,972,18.9,25,160,18,Okhla,Groundwater,Moderate,Medium
2021,South West Delhi,Naraina,South,52091,12.73,11.43,89.8,85.7,7.4,213,0.22,0.9,12.9,892,17.9,22.6,132,18,Bawana,Groundwater,Moderate,Medium
2022,South West Delhi,Naraina,South,53047,12.94,11.34,87.6,86.7,7.2,264,0.22,1.5,13.2,489,16.9,23.3,137,18,Chandrawal,Ganga Canal,Moderate,Medium
2023,South West Delhi,Naraina,South,53989,12.13,10.84,89.4,88.1,7.5,482,0.43,0.4,13.5,568,16.2,19.7,118,18,Wazirabad,Yamuna,Good,Medium
2024,South West Delhi,Naraina,South,54967,12.6,11.73,93.1,89.3,7.5,400,0.68,2,13.8,509,15.3,20.6,112,18,Bhagirathi,Ganga Canal,Good,Low
2025,South West Delhi,Naraina,South,55819,13.81,12.74,92.3,90.3,7.1,510,0.74,2.4,14.2,431,14.2,19.1,95,18,Wazirabad,Ganga Canal,Good,Low
2014,South West Delhi,Delhi Cantonment,South,41393,8.71,6.86,78.7,77.9,7.2,443,0.38,1.7,12.3,698,32.1,37.3,252,42,Bhagirathi,Ganga Canal,Poor,High
2015,South West Delhi,Delhi Cantonment,South,42233,9.5,7.61,80.1,79.4,7.5,360,0.73,2.3,12.6,574,31.3,39,235,42,Chandrawal,Groundwater,Poor,High
2016,South West Delhi,Delhi Cantonment,South,43112,8.94,7.47,83.5,80.1,8.2,475,0.71,0.7,12.9,879,30.4,35.1,210,42,Bhagirathi,Ganga Canal,Moderate,High
2017,South West Delhi,Delhi Cantonment,South,43849,10.76,9.1,84.6,81.4,7.8,205,0.24,2.5,13.1,876,29.7,35.3,210,42,Dwarka,Yamuna,Moderate,High
2018,South West Delhi,Delhi Cantonment,South,44414,11.29,9.6,85.1,82.2,7.6,270,0.34,2.1,13.3,842,29,35.1,205,42,Dwarka,Yamuna,Moderate,Medium
2019,South West Delhi,Delhi Cantonment,South,45166,11.75,10.31,87.7,83.2,7.3,367,0.24,0.4,13.6,492,28.5,33.7,178,42,Wazirabad,Groundwater,Moderate,Medium
2020,South West Delhi,Delhi Cantonment,South,46120,9.84,8.56,87,84.2,7.7,480,0.79,1.3,13.9,534,27.5,34.7,196,42,Wazirabad,Groundwater,Moderate,Medium
2021,South West Delhi,Delhi Cantonment,South,46799,9.83,8.7,88.5,85.4,8.1,504,0.25,0.4,14.3,943,26.4,32.9,168,42,Dwarka,Yamuna,Moderate,Medium
2022,South West Delhi,Delhi Cantonment,South,47426,12.36,11.21,90.7,86.1,8,420,0.77,1.4,14.6,655,25.7,29.4,152,42,Haiderpur,Yamuna,Moderate,Medium
2023,South West Delhi,Delhi Cantonment,South,48011,10.55,9.73,92.2,87,7.6,358,0.52,0.9,14.9,952,25,29.2,153,42,Bhagirathi,Groundwater,Moderate,Low
2024,South West Delhi,Delhi Cantonment,South,49019,12.31,11.09,90.1,87.9,7.7,307,0.8,1.6,15.4,952,23.9,28.2,161,42,Wazirabad,Yamuna,Moderate,Medium
2025,South West Delhi,Delhi Cantonment,South,49616,12.76,11.64,91.2,88.9,7.6,482,0.71,1.1,15.6,793,22.7,28,137,42,Bawana,Yamuna,Good,Medium
2014,South West Delhi,Sagarpur,South,41294,10.45,8.19,78.4,79,8,346,0.44,1.6,15.6,521,27.3,33.4,247,33,Bawana,Groundwater,Poor,High
2015,South West Delhi,Sagarpur,South,42191,11.49,9.51,82.8,80.2,7.3,257,0.48,1.1,15.9,612,26.8,30.2,206,33,Haiderpur,Groundwater,Moderate,High
2016,South West Delhi,Sagarpur,South,42970,10.63,8.9,83.8,81.1,7.5,220,0.76,2,16.4,494,25.8,31.3,205,33,Haiderpur,Groundwater,Moderate,High
2017,South West Delhi,Sagarpur,South,43555,10.94,9.31,85.1,82,7.4,279,0.59,2.1,16.8,826,24.6,29.6,185,33,Okhla,Ganga Canal,Moderate,Medium
2018,South West Delhi,Sagarpur,South,44133,10.18,8.56,84.1,82.8,7.8,296,0.66,0.7,17.2,674,23.9,31.1,190,33,Haiderpur,Ganga Canal,Moderate,High
2019,South West Delhi,Sagarpur,South,44853,10.22,8.92,87.3,83.6,7.5,515,0.66,1.1,17.7,726,23.2,28,174,33,Chandrawal,Ganga Canal,Moderate,Medium
2020,South West Delhi,Sagarpur,South,45416,11.93,10.62,89,84.7,7.7,180,0.46,0.9,18.2,544,22.6,29.9,158,33,Bhagirathi,Yamuna,Moderate,Medium
2021,South West Delhi,Sagarpur,South,46183,10.43,9.29,89.1,85.3,7,235,0.23,2.1,18.4,886,22,27.8,154,33,Bawana,Yamuna,Moderate,Medium
2022,South West Delhi,Sagarpur,South,46875,11.81,10.67,90.4,86.5,7.1,372,0.26,0.5,18.9,671,20.9,24,150,33,Chandrawal,Ganga Canal,Moderate,Medium
2023,South West Delhi,Sagarpur,South,47592,11.35,10.4,91.6,87.5,7.5,208,0.71,1.3,19.3,841,19.8,23.7,124,33,Dwarka,Yamuna,Moderate,Medium
2024,South West Delhi,Sagarpur,South,48346,12.62,11.44,90.6,88.7,7.6,488,0.23,2.4,19.7,697,18.7,22.1,124,33,Wazirabad,Ganga Canal,Good,Medium
2025,South West Delhi,Sagarpur,South,48929,11.18,10.38,92.8,89.8,7.7,476,0.4,1.9,19.9,777,17.9,24.7,116,33,Okhla,Ganga Canal,Good,Low
2014,South West Delhi,Bindapur,South,42573,10.59,8.35,78.8,79.6,7.4,470,0.25,1.6,15.4,855,27.8,34.2,235,30,Dwarka,Groundwater,Poor,High
2015,South West Delhi,Bindapur,South,43452,10.55,8.62,81.7,81,8,266,0.66,0.4,15.8,721,27.3,31,214,30,Chandrawal,Yamuna,Moderate,High
2016,South West Delhi,Bindapur,South,44401,11.56,9.68,83.7,82.3,7.7,183,0.49,0.9,16.1,893,26.5,30.2,200,30,Bhagirathi,Ganga Canal,Moderate,High
2017,South West Delhi,Bindapur,South,45077,9.13,7.48,81.9,83.4,7.8,403,0.72,1.5,16.5,631,25.5,31.8,219,30,Bhagirathi,Groundwater,Moderate,High
2018,South West Delhi,Bindapur,South,45724,10.07,8.37,83.1,84.7,8.2,180,0.49,1.5,17,655,24.6,30.8,208,30,Haiderpur,Yamuna,Moderate,High
2019,South West Delhi,Bindapur,South,46393,11.63,10.01,86.1,85.5,7.9,459,0.32,1.6,17.4,895,23.8,28,176,30,Wazirabad,Yamuna,Moderate,Medium
2020,South West Delhi,Bindapur,South,47109,10.62,9.37,88.2,86.3,7.1,349,0.69,2.3,17.6,737,22.8,27.3,158,30,Bhagirathi,Ganga Canal,Moderate,Medium
2021,South West Delhi,Bindapur,South,47977,11.72,10.34,88.2,87.7,7.7,473,0.37,1.1,18,567,22.1,27.6,154,30,Wazirabad,Ganga Canal,Moderate,Medium
2022,South West Delhi,Bindapur,South,48927,10.86,9.84,90.6,88.9,7.2,493,0.21,2.2,18.3,687,21.1,26.6,133,30,Dwarka,Groundwater,Good,Medium
2023,South West Delhi,Bindapur,South,49910,10.45,9.35,89.5,90.1,8,303,0.72,1.1,18.7,821,20.4,24.8,136,30,Chandrawal,Yamuna,Good,Medium
2024,South West Delhi,Bindapur,South,50586,10.33,9.46,91.6,91,7.9,508,0.52,1.8,19.2,839,19.3,22.9,135,30,Dwarka,Ganga Canal,Good,Medium
2025,South West Delhi,Bindapur,South,51348,11.75,10.79,91.8,92.1,7.4,263,0.28,0.4,19.5,520,18.7,24.2,122,30,Dwarka,Ganga Canal,Good,Medium
2014,South West Delhi,Matiala,South,38576,8.92,6.99,78.4,81.9,7.1,316,0.55,1.3,15.6,745,31.7,35.8,260,30,Bawana,Yamuna,Moderate,High
2015,South West Delhi,Matiala,South,39309,8.25,6.69,81.1,82.8,7.6,304,0.45,1.6,16.1,639,30.9,37,233,30,Chandrawal,Ganga Canal,Moderate,High
2016,South West Delhi,Matiala,South,40102,9.34,7.85,84,83.7,7.2,335,0.57,1,16.5,788,30.1,35.8,211,30,Bhagirathi,Ganga Canal,Moderate,High
2017,South West Delhi,Matiala,South,40766,8.67,7.18,82.9,84.7,7.3,314,0.67,0.9,16.8,720,29.1,36.1,225,30,Bhagirathi,Yamuna,Moderate,High
2018,South West Delhi,Matiala,South,41452,11.17,9.28,83.1,85.3,7.7,489,0.71,1.4,17,790,28.5,32.2,221,30,Chandrawal,Groundwater,Moderate,High
2019,South West Delhi,Matiala,South,41952,9.66,8.34,86.4,86.6,7,453,0.52,1.2,17.4,881,27.6,33.4,188,30,Haiderpur,Ganga Canal,Moderate,Medium
2020,South West Delhi,Matiala,South,42795,10.31,8.9,86.4,87.4,7.4,431,0.65,1.3,17.6,841,26.7,31.4,190,30,Okhla,Yamuna,Moderate,Medium
2021,South West Delhi,Matiala,South,43329,11.19,9.83,87.8,88.2,7.3,438,0.55,2.4,18.1,733,25.6,29,175,30,Bawana,Yamuna,Good,Medium
2022,South West Delhi,Matiala,South,44067,10.29,9.11,88.5,89,7.8,337,0.21,1.4,18.5,947,25,28.1,162,30,Okhla,Ganga Canal,Good,Medium
2023,South West Delhi,Matiala,South,44812,9.7,8.69,89.6,90.3,7.2,308,0.57,0.7,18.8,582,24.1,27.1,153,30,Haiderpur,Groundwater,Good,Medium
2024,South West Delhi,Matiala,South,45672,9.37,8.67,92.6,91.4,7.6,311,0.22,1.6,19.3,748,23,30.8,126,30,Haiderpur,Groundwater,Good,Low
2025,South West Delhi,Matiala,South,46355,10.83,10.16,93.8,92,7.9,508,0.42,1,19.6,472,22.3,26.9,122,30,Haiderpur,Ganga Canal,Good,Low
2014,South West Delhi,Dhansa,South,37903,8.57,6.92,80.8,77.9,7.3,271,0.47,0.7,16,431,23.1,28.2,213,53,Haiderpur,Yamuna,Poor,High
2015,South West Delhi,Dhansa,South,38423,10.35,8.44,81.5,78.7,7.6,185,0.51,2.2,16.3,861,22.3,27.1,202,53,Wazirabad,Groundwater,Poor,High
2016,South West Delhi,Dhansa,South,39031,10.33,8.46,81.9,79.6,7.7,378,0.23,1.1,16.6,951,21.7,25.9,195,53,Wazirabad,Groundwater,Poor,High
2017,South West Delhi,Dhansa,South,39753,10.34,8.74,84.5,80.5,8.2,182,0.31,1.7,16.9,549,21,26.8,173,53,Dwarka,Yamuna,Moderate,High
2018,South West Delhi,Dhansa,South,40455,10.78,9.22,85.5,81.6,7.4,493,0.72,0.5,17.2,907,20.1,24.8,176,53,Dwarka,Ganga Canal,Moderate,Medium
2019,South West Delhi,Dhansa,South,41135,8.68,7.56,87.1,82.8,7.6,507,0.5,1.3,17.6,906,19.5,25.8,154,53,Haiderpur,Ganga Canal,Moderate,Medium
2020,South West Delhi,Dhansa,South,41698,9.91,8.49,85.6,83.9,7.8,190,0.54,0.7,17.9,628,18.6,22.3,157,53,Bawana,Yamuna,Moderate,Medium
